Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before
28423,0,1,6650.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28429,1,-1,7048.0,intake tube/bolt/seal/boot loose or damage,,3,11,11,0,3
28431,0,1,6245.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28432,0,2,5927.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28433,0,2,8637.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28434,0,1,5679.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28436,0,1,4590.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28437,0,1,6252.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28438,1,-1,5768.0,intake tube/bolt/seal/boot loose or damage,,3,11,11,0,0
28449,1,-1,6704.0,intake tube/bolt/seal/boot loose or damage,,3,11,11,0,1
28454,0,2,3967.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28455,0,1,6364.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28458,1,-1,4200.0,intake tube/bolt/seal/boot loose or damage,,3,11,11,0,2
28459,0,2,8278.0,intake tube/bolt/seal/boot loose or damage,,3,11,0,0,-1
28461,1,-2,5072.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28466,0,2,2442.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28467,0,1,4605.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28468,1,-1,5321.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28470,0,2,1228.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28475,0,1,5376.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28477,0,1,5285.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28480,0,2,3158.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28483,0,1,5476.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28485,1,-1,8853.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28486,0,1,5960.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28487,0,1,6283.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28488,0,1,3930.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28490,0,1,5118.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28491,1,-2,5177.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28492,1,-1,15405.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28497,1,-1,5444.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28502,0,1,5041.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28507,0,1,6081.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28509,0,2,4776.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28514,0,1,5194.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28515,0,2,6798.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28516,0,1,3485.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28517,0,2,9524.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28518,0,2,5087.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28520,0,1,1289.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28521,1,-2,4739.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28522,0,1,4803.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28523,0,1,6315.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28526,1,-2,12107.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28527,0,1,13985.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28535,0,1,7428.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28538,1,-2,4791.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28540,0,1,9910.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28546,0,1,8821.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28550,1,-1,3780.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28551,0,1,10105.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28552,0,1,5244.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28553,0,1,2426.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28554,0,1,7049.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28555,1,-1,5166.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28557,1,-1,9720.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28559,0,2,3578.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28564,1,-1,5334.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28567,1,-1,4450.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28571,0,1,1739.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28572,1,-1,5705.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28575,0,1,6567.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28577,1,-1,5195.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28580,0,1,4879.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28581,0,2,1711.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28582,0,2,6600.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28586,1,-1,6131.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28587,0,2,5508.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28594,1,-2,4987.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28595,1,-1,4603.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28596,0,2,5041.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28598,1,-2,5802.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28599,1,-2,5336.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28603,1,-2,4338.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28605,1,-2,6411.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28607,1,-2,10832.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28608,0,1,5477.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28611,1,-1,6140.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28613,0,1,5164.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28614,1,-1,4450.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28618,0,2,9457.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28619,1,-2,3855.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28621,0,1,2830.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28622,1,-1,4678.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28623,0,1,2146.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28624,1,-2,5165.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28625,1,-1,3885.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28626,1,-1,5586.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28627,0,1,5196.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28630,0,1,8883.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28632,0,1,4104.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28638,0,1,4450.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28640,1,-1,7775.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28644,1,-1,5757.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28645,0,2,2830.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28646,0,1,7199.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28650,1,-1,9713.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28651,1,-1,6064.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28652,0,1,5306.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28656,0,1,6051.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28657,0,2,4661.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28660,1,-2,3890.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28661,0,2,3069.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28666,0,1,8434.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28667,0,1,3563.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28668,1,-2,5522.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28675,0,2,4511.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28679,1,-2,5929.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28680,0,1,5629.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28682,1,-1,3252.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28683,1,-2,3592.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,4
28685,1,-1,4887.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28686,1,-1,7500.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28687,0,1,5317.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28693,1,-1,6339.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28694,0,1,3487.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28696,0,1,5740.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28699,1,-1,4853.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28701,0,1,5941.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28703,0,1,5314.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28704,1,-2,1771.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,1
28706,0,1,4854.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28709,1,-1,4123.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28710,1,-1,3312.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,0
28714,1,-1,5150.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28716,0,2,7360.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28720,1,-2,2233.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28721,1,-1,4322.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,2
28722,1,-2,5958.0,intake tube/bolt/seal/boot loose or damage,,4,11,11,0,3
28724,0,1,7921.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28725,0,2,7760.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28728,0,1,9384.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28731,0,1,5688.0,intake tube/bolt/seal/boot loose or damage,,4,11,0,0,-1
28738,0,1,1663.0,engine idle/rpm issue,engine,0,5,0,0,-1
28740,0,1,7823.0,engine idle/rpm issue,engine,0,5,0,0,-1
28741,1,-2,3531.0,engine idle/rpm issue,engine,0,5,5,3,3
28742,1,-1,7874.0,engine idle/rpm issue,engine,0,5,5,3,0
28743,0,1,6689.0,engine idle/rpm issue,engine,0,5,0,0,-1
28744,1,-2,4491.0,engine idle/rpm issue,engine,0,5,5,3,0
28745,0,2,4975.0,engine idle/rpm issue,engine,0,5,0,0,-1
28746,1,-1,10083.0,engine idle/rpm issue,engine,0,5,5,3,1
28747,1,-2,5783.0,engine idle/rpm issue,engine,0,5,5,3,3
28749,0,1,3236.0,engine idle/rpm issue,engine,0,5,0,0,-1
28752,0,1,6292.0,engine idle/rpm issue,engine,0,5,0,0,-1
28753,1,-1,4294.0,engine idle/rpm issue,engine,0,5,5,3,0
28755,1,-2,3887.0,engine idle/rpm issue,engine,0,5,5,3,2
28756,1,-2,7348.0,engine idle/rpm issue,engine,0,5,5,3,3
28760,0,1,5284.0,engine idle/rpm issue,engine,0,5,0,0,-1
28761,1,-1,11951.0,engine idle/rpm issue,engine,0,5,5,3,1
28763,0,2,16698.0,engine idle/rpm issue,engine,0,5,0,0,-1
28771,0,1,7381.0,engine idle/rpm issue,engine,0,5,0,0,-1
28772,1,-1,7453.0,engine idle/rpm issue,engine,0,5,5,3,2
28773,1,-1,1073.0,engine idle/rpm issue,engine,0,5,5,3,1
28778,1,-1,5678.0,engine idle/rpm issue,engine,0,5,5,3,2
28779,1,-1,5507.0,engine idle/rpm issue,engine,0,5,5,3,2
28780,1,-2,3668.0,engine idle/rpm issue,engine,0,5,5,3,1
28784,1,-2,4761.0,engine idle/rpm issue,engine,0,5,5,3,2
28789,1,-2,6108.0,engine idle/rpm issue,engine,0,5,5,3,4
28791,0,1,4791.0,engine idle/rpm issue,engine,0,5,0,0,-1
28793,0,2,6738.0,engine idle/rpm issue,engine,0,5,0,0,-1
28797,1,-2,6466.0,engine idle/rpm issue,engine,0,5,5,3,3
28799,1,-1,699.0,engine idle/rpm issue,engine,0,5,5,3,0
28800,0,1,6986.0,engine idle/rpm issue,engine,0,5,0,0,-1
28801,0,2,4573.0,engine idle/rpm issue,engine,0,5,0,0,-1
28802,0,1,4290.0,engine idle/rpm issue,engine,0,5,0,0,-1
28804,0,2,6686.0,engine idle/rpm issue,engine,1,5,0,0,-1
28805,1,-1,4045.0,engine idle/rpm issue,engine,1,5,5,3,2
28806,1,-2,6480.0,engine idle/rpm issue,engine,1,5,5,3,4
28808,1,-1,5258.0,engine idle/rpm issue,engine,1,5,5,3,1
28809,0,1,8216.0,engine idle/rpm issue,engine,1,5,0,0,-1
28816,1,-1,5384.0,engine idle/rpm issue,engine,1,5,5,3,4
28817,1,-1,6178.0,engine idle/rpm issue,engine,1,5,5,3,0
28818,0,1,6194.0,engine idle/rpm issue,engine,1,5,0,0,-1
28820,0,1,5212.0,engine idle/rpm issue,engine,1,5,0,0,-1
28821,1,-1,3899.0,engine idle/rpm issue,engine,1,5,5,3,1
28826,0,1,5581.0,engine idle/rpm issue,engine,1,5,0,0,-1
28828,0,1,5166.0,engine idle/rpm issue,engine,1,5,0,0,-1
28830,1,-1,5974.0,engine idle/rpm issue,engine,1,5,5,3,0
28831,1,-1,6192.0,engine idle/rpm issue,engine,1,5,5,3,2
28832,1,-1,5571.0,engine idle/rpm issue,engine,1,5,5,3,4
28833,0,2,5376.0,engine idle/rpm issue,engine,1,5,0,0,-1
28839,1,-1,3764.0,engine idle/rpm issue,engine,1,5,5,3,0
28840,1,-1,9508.0,engine idle/rpm issue,engine,1,5,5,3,0
28844,1,-1,6034.0,engine idle/rpm issue,engine,1,5,5,3,1
28847,1,-1,6297.0,engine idle/rpm issue,engine,1,5,5,3,0
28848,0,1,3967.0,engine idle/rpm issue,engine,1,5,0,0,-1
28853,0,2,1881.0,engine idle/rpm issue,engine,1,5,0,0,-1
28858,1,-1,6193.0,engine idle/rpm issue,engine,1,5,5,3,4
28859,1,-2,5134.0,engine idle/rpm issue,engine,1,5,5,3,0
28860,0,1,4320.0,engine idle/rpm issue,engine,1,5,0,0,-1
28863,0,2,855.0,engine idle/rpm issue,engine,1,5,0,0,-1
28867,1,-1,8404.0,engine idle/rpm issue,engine,1,5,5,3,0
28872,0,1,3700.0,engine idle/rpm issue,engine,1,5,0,0,-1
28877,1,-1,5942.0,engine idle/rpm issue,engine,1,5,5,3,1
28879,1,-2,6002.0,engine idle/rpm issue,engine,1,5,5,3,4
28880,1,-1,3793.0,engine idle/rpm issue,engine,1,5,5,3,3
28883,1,-1,4979.0,engine idle/rpm issue,engine,1,5,5,3,1
28884,1,-1,4728.0,engine idle/rpm issue,engine,2,5,5,3,0
28885,0,1,5819.0,engine idle/rpm issue,engine,2,5,0,0,-1
28892,1,-1,4993.0,engine idle/rpm issue,engine,2,5,5,3,0
28894,1,-1,9149.0,engine idle/rpm issue,engine,2,5,5,3,1
28896,0,1,6005.0,engine idle/rpm issue,engine,2,5,0,0,-1
28898,0,1,9606.0,engine idle/rpm issue,engine,2,5,0,0,-1
28899,0,1,5663.0,engine idle/rpm issue,engine,2,5,0,0,-1
28900,0,1,2689.0,engine idle/rpm issue,engine,2,5,0,0,-1
28905,1,-1,3421.0,engine idle/rpm issue,engine,2,5,5,3,1
28908,0,2,5381.0,engine idle/rpm issue,engine,2,5,0,0,-1
28909,1,-1,5102.0,engine idle/rpm issue,engine,2,5,5,3,0
28910,1,-2,7413.0,engine idle/rpm issue,engine,2,5,5,3,1
28913,1,-1,6596.0,engine idle/rpm issue,engine,2,5,5,3,2
28914,0,1,5377.0,engine idle/rpm issue,engine,2,5,0,0,-1
28915,0,1,11026.0,engine idle/rpm issue,engine,2,5,0,0,-1
28921,1,-1,4776.0,engine idle/rpm issue,engine,2,5,5,3,4
28922,0,1,6413.0,engine idle/rpm issue,engine,2,5,0,0,-1
28923,1,-2,5492.0,engine idle/rpm issue,engine,2,5,5,3,3
28924,1,-1,2738.0,engine idle/rpm issue,engine,2,5,5,3,0
28927,0,1,3360.0,engine idle/rpm issue,engine,2,5,0,0,-1
28928,1,-1,605.0,engine idle/rpm issue,engine,2,5,5,3,2
28931,0,1,870.0,engine idle/rpm issue,engine,2,5,0,0,-1
28932,0,1,5328.0,engine idle/rpm issue,engine,2,5,0,0,-1
28935,1,-1,2084.0,engine idle/rpm issue,engine,2,5,5,3,2
28936,0,1,5595.0,engine idle/rpm issue,engine,2,5,0,0,-1
28937,1,-1,5787.0,engine idle/rpm issue,engine,2,5,5,3,3
28940,0,1,6316.0,engine idle/rpm issue,engine,2,5,0,0,-1
28942,0,1,6968.0,engine idle/rpm issue,engine,2,5,0,0,-1
28943,1,-2,3111.0,engine idle/rpm issue,engine,2,5,5,3,4
28944,0,2,3482.0,engine idle/rpm issue,engine,2,5,0,0,-1
28950,1,-2,9067.0,engine idle/rpm issue,engine,2,5,5,3,4
28952,1,-1,4341.0,engine idle/rpm issue,engine,2,5,5,3,3
28955,1,-1,7849.0,engine idle/rpm issue,engine,3,5,5,3,0
28959,0,1,4402.0,engine idle/rpm issue,engine,3,5,0,0,-1
28960,0,1,5208.0,engine idle/rpm issue,engine,3,5,0,0,-1
28962,1,-1,6271.0,engine idle/rpm issue,engine,3,5,5,3,0
28963,0,1,5300.0,engine idle/rpm issue,engine,3,5,0,0,-1
28965,0,1,2782.0,engine idle/rpm issue,engine,3,5,0,0,-1
28967,1,-1,2596.0,engine idle/rpm issue,engine,3,5,5,3,2
28968,1,-1,2206.0,engine idle/rpm issue,engine,3,5,5,3,2
28969,1,-1,5633.0,engine idle/rpm issue,engine,3,5,5,3,1
28971,0,1,3994.0,engine idle/rpm issue,engine,3,5,0,0,-1
28973,0,2,4899.0,engine idle/rpm issue,engine,3,5,0,0,-1
28985,1,-2,5088.0,engine idle/rpm issue,engine,3,5,5,3,3
28987,1,-1,4460.0,engine idle/rpm issue,engine,3,5,5,3,2
28995,0,2,5631.0,engine idle/rpm issue,engine,3,5,0,0,-1
29003,1,-2,4056.0,engine idle/rpm issue,engine,3,5,5,3,2
29007,1,-1,6162.0,engine idle/rpm issue,engine,3,5,5,3,3
29013,1,-1,7005.0,engine idle/rpm issue,engine,3,5,5,3,0
29015,1,-1,2987.0,engine idle/rpm issue,engine,3,5,5,3,2
29018,1,-2,5024.0,engine idle/rpm issue,engine,3,5,5,3,3
29020,0,2,6401.0,engine idle/rpm issue,engine,3,5,0,0,-1
29021,0,1,4590.0,engine idle/rpm issue,engine,3,5,0,0,-1
29027,0,1,5580.0,engine idle/rpm issue,engine,3,5,0,0,-1
29028,1,-1,8949.0,engine idle/rpm issue,engine,3,5,5,3,0
29029,1,-1,3496.0,engine idle/rpm issue,engine,3,5,5,3,1
29030,0,2,6643.0,engine idle/rpm issue,engine,3,5,0,0,-1
29033,1,-1,5446.0,engine idle/rpm issue,engine,3,5,5,3,1
29034,0,1,3526.0,engine idle/rpm issue,engine,3,5,0,0,-1
29035,1,-2,4848.0,engine idle/rpm issue,engine,3,5,5,3,4
29038,1,-2,3978.0,engine idle/rpm issue,engine,3,5,5,3,4
29039,1,-2,4932.0,engine idle/rpm issue,engine,3,5,5,3,4
29042,1,-2,5568.0,engine idle/rpm issue,engine,3,5,5,3,3
29052,0,1,4869.0,engine idle/rpm issue,engine,3,5,0,0,-1
29053,0,2,2767.0,engine idle/rpm issue,engine,3,5,0,0,-1
29057,0,1,3822.0,engine idle/rpm issue,engine,4,5,0,0,-1
29061,1,-2,5474.0,engine idle/rpm issue,engine,4,5,5,3,1
29066,1,-2,3961.0,engine idle/rpm issue,engine,4,5,5,3,2
29067,0,2,5347.0,engine idle/rpm issue,engine,4,5,0,0,-1
29071,1,-2,8807.0,engine idle/rpm issue,engine,4,5,5,3,4
29076,0,2,7919.0,engine idle/rpm issue,engine,4,5,0,0,-1
29078,1,-1,15543.0,engine idle/rpm issue,engine,4,5,5,3,0
29080,1,-2,5566.0,engine idle/rpm issue,engine,4,5,5,3,3
29084,0,1,5132.0,engine idle/rpm issue,engine,4,5,0,0,-1
29085,1,-1,3188.0,engine idle/rpm issue,engine,4,5,5,3,1
29087,1,-1,5911.0,engine idle/rpm issue,engine,4,5,5,3,2
29093,1,-2,7867.0,engine idle/rpm issue,engine,4,5,5,3,4
29095,1,-1,8387.0,engine idle/rpm issue,engine,4,5,5,3,1
29096,1,-1,8294.0,engine idle/rpm issue,engine,4,5,5,3,1
29098,1,-2,7977.0,engine idle/rpm issue,engine,4,5,5,3,3
29101,1,-2,5679.0,engine idle/rpm issue,engine,4,5,5,3,3
29102,0,1,8370.0,engine idle/rpm issue,engine,4,5,0,0,-1
29103,1,-2,4216.0,engine idle/rpm issue,engine,4,5,5,3,0
29104,1,-2,12762.0,engine idle/rpm issue,engine,4,5,5,3,4
29106,0,1,3407.0,engine idle/rpm issue,engine,4,5,0,0,-1
29108,0,1,1476.0,engine idle/rpm issue,engine,4,5,0,0,-1
29111,1,-1,5399.0,engine idle/rpm issue,engine,4,5,5,3,2
29112,1,-1,5336.0,engine idle/rpm issue,engine,4,5,5,3,0
29117,1,-1,5711.0,engine idle/rpm issue,engine,4,5,5,3,4
29118,0,1,8698.0,engine idle/rpm issue,engine,4,5,0,0,-1
29121,1,-1,3173.0,engine idle/rpm issue,engine,4,5,5,3,3
29128,0,1,3325.0,engine idle/rpm issue,engine,4,5,0,0,-1
29130,0,1,5957.0,engine idle/rpm issue,engine,4,5,0,0,-1
29131,0,1,5522.0,engine idle/rpm issue,engine,4,5,0,0,-1
29138,1,-1,10378.0,engine idle/rpm issue,engine,4,5,5,3,1
29140,0,1,4356.0,engine idle/rpm issue,engine,4,5,0,0,-1
29141,1,-1,10084.0,engine idle/rpm issue,engine,4,5,5,3,2
29142,0,2,5894.0,engine idle/rpm issue,engine,4,5,0,0,-1
29808,1,-1,4447.0,baffle seal loose/damage,baffle,0,19,19,1,0
29810,0,2,6483.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29811,1,-1,4885.0,baffle seal loose/damage,baffle,0,19,19,1,2
29813,1,-2,9794.0,baffle seal loose/damage,baffle,0,19,19,1,3
29814,1,-1,5118.0,baffle seal loose/damage,baffle,0,19,19,1,4
29817,1,-1,5781.0,baffle seal loose/damage,baffle,0,19,19,1,1
29819,1,-1,2131.0,baffle seal loose/damage,baffle,0,19,19,1,1
29829,0,1,8100.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29835,1,-1,6363.0,baffle seal loose/damage,baffle,0,19,19,1,1
29840,1,-1,5317.0,baffle seal loose/damage,baffle,0,19,19,1,3
29846,0,1,6623.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29850,0,1,4758.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29851,1,-1,4527.0,baffle seal loose/damage,baffle,0,19,19,1,1
29853,1,-1,7889.0,baffle seal loose/damage,baffle,0,19,19,1,0
29857,0,1,3656.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29859,1,-2,4372.0,baffle seal loose/damage,baffle,0,19,19,1,0
29861,1,-1,2426.0,baffle seal loose/damage,baffle,0,19,19,1,0
29865,1,-1,5211.0,baffle seal loose/damage,baffle,0,19,19,1,1
29872,1,-1,5159.0,baffle seal loose/damage,baffle,0,19,19,1,1
29873,0,2,7564.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29874,1,-1,5753.0,baffle seal loose/damage,baffle,0,19,19,1,3
29876,1,-1,4787.0,baffle seal loose/damage,baffle,0,19,19,1,0
29882,0,1,6333.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29883,1,-1,10376.0,baffle seal loose/damage,baffle,0,19,19,1,3
29884,0,1,8386.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29886,1,-2,5897.0,baffle seal loose/damage,baffle,0,19,19,1,4
29887,1,-1,3638.0,baffle seal loose/damage,baffle,0,19,19,1,1
29888,0,2,8244.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29891,0,2,6262.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29893,1,-2,5679.0,baffle seal loose/damage,baffle,0,19,19,1,3
29894,0,1,2674.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29898,0,1,4948.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29900,1,-1,5969.0,baffle seal loose/damage,baffle,0,19,19,1,2
29902,0,1,4974.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29903,1,-2,3796.0,baffle seal loose/damage,baffle,0,19,19,1,2
29905,0,2,4652.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29906,0,1,2520.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29907,0,1,5178.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29909,0,1,6144.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29910,1,-1,5591.0,baffle seal loose/damage,baffle,0,19,19,1,1
29912,1,-2,2425.0,baffle seal loose/damage,baffle,0,19,19,1,4
29916,1,-1,6161.0,baffle seal loose/damage,baffle,0,19,19,1,0
29919,1,-1,4184.0,baffle seal loose/damage,baffle,0,19,19,1,4
29922,1,-2,6737.0,baffle seal loose/damage,baffle,0,19,19,1,4
29923,1,-1,4667.0,baffle seal loose/damage,baffle,0,19,19,1,0
29924,1,-1,2319.0,baffle seal loose/damage,baffle,0,19,19,1,3
29927,1,-1,6115.0,baffle seal loose/damage,baffle,0,19,19,1,0
29928,0,1,11000.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29930,0,1,6333.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29935,0,1,5710.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29939,1,-1,7167.0,baffle seal loose/damage,baffle,0,19,19,1,2
29940,1,-1,3499.0,baffle seal loose/damage,baffle,0,19,19,1,1
29942,1,-1,4993.0,baffle seal loose/damage,baffle,0,19,19,1,3
29944,0,1,6172.0,baffle seal loose/damage,baffle,0,19,0,0,-1
29945,1,-1,5865.0,baffle seal loose/damage,baffle,0,19,19,1,0
